CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,20,60
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,2
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-28 23:18:54.25,C,4.160,0.270026,1.879815
2025-08-28 23:19:04.25,C,4.160,0.241863,3.863294
2025-08-28 23:19:14.25,C,4.162,0.229358,5.699479
2025-08-28 23:19:24.25,C,4.164,0.218430,7.435016
2025-08-28 23:19:34.25,C,4.163,0.213543,9.118233
2025-08-28 23:19:44.25,C,4.163,0.209603,10.766461
2025-08-28 23:19:54.25,C,4.163,0.206608,12.385982
2025-08-28 23:20:04.25,C,4.163,0.204138,13.987946
2025-08-28 23:20:14.25,C,4.165,0.201774,15.569839
2025-08-28 23:20:24.25,C,4.164,0.198884,17.134666
2025-08-28 23:20:34.25,C,4.163,0.198254,18.685043
2025-08-28 23:20:44.25,C,4.166,0.195942,20.219313
2025-08-28 23:20:54.25,C,4.165,0.195101,21.738138
2025-08-28 23:21:04.25,C,4.165,0.191948,23.243088
2025-08-28 23:21:14.25,C,4.165,0.189952,24.733461
2025-08-28 23:21:24.25,C,4.167,0.189006,26.211332
2025-08-28 23:21:34.25,C,4.165,0.187798,27.676851
2025-08-28 23:21:44.25,C,4.164,0.186904,29.137186
2025-08-28 23:21:54.25,C,4.166,0.185906,30.594687
2025-08-28 23:22:04.25,C,4.166,0.184960,32.039410
2025-08-28 23:22:14.25,C,4.165,0.184172,33.475079
2025-08-28 23:22:24.25,C,4.166,0.181230,34.896484
2025-08-28 23:22:34.25,C,4.165,0.178287,36.304550
2025-08-28 23:22:44.25,C,4.165,0.172876,37.668026
2025-08-28 23:22:54.25,C,4.165,0.168882,39.002247
2025-08-28 23:23:04.25,C,4.166,0.169565,40.321407
2025-08-28 23:23:14.25,C,4.164,0.168042,41.637707
2025-08-28 23:23:24.25,C,4.166,0.167254,42.941360
2025-08-28 23:23:34.25,C,4.165,0.166203,44.239452
2025-08-28 23:23:44.25,C,4.168,0.165204,45.533424
