CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,25
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V,Has_Discharge_Chip,Discharge_Current_Threshold_mA
2025-09-07 20:38:52.62,C,4.066258,0.173491,124.938309
2025-09-07 20:39:02.62,C,4.067597,0.169602,126.383270
2025-09-07 20:39:12.62,C,4.065924,0.162824,127.767960
2025-09-07 20:39:22.62,C,4.066092,0.159672,129.122406
2025-09-07 20:39:32.62,C,4.066593,0.157728,130.458267
2025-09-07 20:39:42.62,C,4.067430,0.156887,131.783615
2025-09-07 20:39:52.62,C,4.068880,0.154628,133.091263
2025-09-07 20:40:02.62,C,4.069326,0.154102,134.390320
2025-09-07 20:40:12.62,C,4.067988,0.152211,135.682007
2025-09-07 20:40:22.62,C,4.068211,0.149952,136.953003
2025-09-07 20:40:32.62,C,4.070051,0.148638,138.207825
2025-09-07 20:40:42.62,C,4.070497,0.147324,139.451813
2025-09-07 20:40:52.62,C,4.070887,0.144382,140.675018
2025-09-07 20:41:02.62,C,4.069716,0.142648,141.875458
2025-09-07 20:41:12.62,C,4.069102,0.139286,143.057526
2025-09-07 20:41:22.62,C,4.069661,0.138813,144.226044
2025-09-07 20:41:32.62,C,4.069214,0.136816,145.381607
2025-09-07 20:41:42.62,C,4.070831,0.135187,146.522705
2025-09-07 20:41:52.62,C,4.068266,0.133296,147.650436
2025-09-07 20:42:02.62,C,4.070051,0.132350,148.768402
2025-09-07 20:42:12.62,C,4.071445,0.131772,149.880051
2025-09-07 20:42:22.62,C,4.072615,0.129775,150.978668
2025-09-07 20:42:32.62,C,4.072058,0.129460,152.068298
2025-09-07 20:42:42.62,C,4.075292,0.128777,153.152344
2025-09-07 20:42:52.62,C,4.074065,0.127306,154.228409
2025-09-07 20:43:02.62,C,4.073843,0.125835,155.290558
2025-09-07 20:43:12.62,C,4.074121,0.124942,156.340561
2025-09-07 20:43:22.62,C,4.073397,0.123155,157.380295
2025-09-07 20:43:32.62,C,4.072504,0.120843,158.404205
2025-09-07 20:43:42.62,C,4.074622,0.120318,159.421219
2025-09-07 20:43:52.62,C,4.075961,0.118216,160.421768
2025-09-07 20:44:02.62,C,4.073173,0.116114,161.404953
2025-09-07 20:44:12.62,C,4.074065,0.114223,162.366440
2025-09-07 20:44:22.62,C,4.070385,0.112699,163.319321
2025-09-07 20:44:32.62,C,4.073396,0.111648,164.259125
2025-09-07 20:44:42.62,C,4.072560,0.110125,165.191910
2025-09-07 20:44:52.62,C,4.075905,0.110703,166.120926
2025-09-07 20:45:02.62,C,4.074009,0.108916,167.044525
2025-09-07 20:45:12.62,C,4.075850,0.108391,167.955170
2025-09-07 20:45:22.62,C,4.077188,0.107918,168.860413
2025-09-07 20:45:32.62,C,4.075292,0.106394,169.754929
2025-09-07 20:45:42.62,C,4.075181,0.105081,170.642578
2025-09-07 20:45:52.62,C,4.077188,0.104976,171.525497
2025-09-07 20:46:02.62,C,4.076519,0.103557,172.399918
2025-09-07 20:46:12.62,C,4.075069,0.102243,173.265396
2025-09-07 20:46:22.62,C,4.076965,0.101770,174.125641
2025-09-07 20:46:32.62,C,4.073898,0.100142,174.973389
2025-09-07 20:46:42.62,C,4.077244,0.099826,175.814377
2025-09-07 20:46:52.62,C,4.076295,0.099354,176.648514
2025-09-07 20:47:02.62,C,4.074790,0.098040,177.472488
2025-09-07 20:47:12.62,C,4.074233,0.096149,178.289841
2025-09-07 20:47:22.62,C,4.074512,0.094625,179.094543
2025-09-07 20:47:32.62,C,4.076016,0.095045,179.896423
2025-09-07 20:47:42.62,C,4.074121,0.092733,180.677979
2025-09-07 20:47:52.62,C,4.075738,0.090842,181.453720
2025-09-07 20:48:02.62,C,4.076965,0.090264,182.218018
2025-09-07 20:48:12.62,C,4.075571,0.089055,182.971451
2025-09-07 20:48:22.62,C,4.077802,0.089055,183.719070
2025-09-07 20:48:32.62,C,4.072839,0.086376,184.454956
2025-09-07 20:48:42.62,C,4.075404,0.085850,185.181717
2025-09-07 20:48:52.62,C,4.077633,0.085167,185.904785
2025-09-07 20:49:02.62,C,4.073284,0.084642,186.613831
2025-09-07 20:49:12.62,C,4.076574,0.084169,187.318558
2025-09-07 20:49:22.62,C,4.076407,0.083170,188.022507
2025-09-07 20:49:32.62,C,4.075905,0.082593,188.720612
2025-09-07 20:49:42.62,C,4.076630,0.081647,189.408569
2025-09-07 20:49:52.62,C,4.075069,0.080964,190.093140
2025-09-07 20:50:02.62,C,4.075905,0.080176,190.772125
2025-09-07 20:50:12.62,C,4.076128,0.079598,191.445007
2025-09-07 20:50:22.62,C,4.073285,0.077916,192.109192
2025-09-07 20:50:32.62,C,4.074623,0.077023,192.766190
2025-09-07 20:50:42.62,C,4.075459,0.078179,193.418884
2025-09-07 20:50:52.62,C,4.077523,0.076918,194.071564
2025-09-07 20:51:02.62,C,4.075626,0.076393,194.710175
2025-09-07 20:51:12.62,C,4.076574,0.074816,195.344666
2025-09-07 20:51:22.62,C,4.076686,0.075604,195.978882
2025-09-07 20:51:32.62,C,4.077634,0.073818,196.599075
2025-09-07 20:51:42.62,C,4.075683,0.071769,197.213074
2025-09-07 20:51:52.62,C,4.077913,0.069983,197.804352
2025-09-07 20:52:02.62,C,4.076909,0.068301,198.390152
2025-09-07 20:52:12.62,C,4.077691,0.066305,198.955383
2025-09-07 20:52:22.62,C,4.075794,0.064255,199.499146
2025-09-07 20:52:32.62,C,4.078024,0.065411,200.042542
2025-09-07 20:52:42.62,C,4.076519,0.063993,200.581390
2025-09-07 20:52:52.62,C,4.075236,0.063415,201.116486
2025-09-07 20:53:02.62,C,4.075403,0.061944,201.641983
2025-09-07 20:53:12.62,C,4.073619,0.061523,202.160187
2025-09-07 20:53:22.62,C,4.075571,0.060525,202.674362
2025-09-07 20:53:32.62,C,4.076240,0.059947,203.178604
2025-09-07 20:53:42.62,C,4.074400,0.059579,203.679840
2025-09-07 20:53:52.62,C,4.074065,0.058686,204.176041
2025-09-07 20:54:02.62,C,4.076798,0.058949,204.669388
2025-09-07 20:54:12.62,C,4.076575,0.058266,205.158066
2025-09-07 20:54:22.62,C,4.075348,0.057162,205.642899
2025-09-07 20:54:32.62,C,4.074734,0.056216,206.120407
2025-09-07 20:54:42.62,C,4.077579,0.057162,206.595383
2025-09-07 20:54:52.62,C,4.075013,0.055954,207.063614
2025-09-07 20:55:02.62,C,4.077188,0.054588,207.528992
2025-09-07 20:55:12.62,C,4.077522,0.054745,207.992889
2025-09-07 20:55:22.62,C,4.075459,0.054010,208.448807
2025-09-07 20:55:32.62,C,4.076241,0.053852,208.898361
2025-09-07 20:55:42.62,C,4.075570,0.053116,209.343674
2025-09-07 20:55:52.62,C,4.077411,0.052328,209.788544
2025-09-07 20:56:02.62,C,4.076240,0.053064,210.228653
2025-09-07 20:56:12.62,C,4.078750,0.052223,210.668411
2025-09-07 20:56:22.62,C,4.079140,0.051330,211.103668
2025-09-07 20:56:32.62,C,4.078861,0.051382,211.534409
2025-09-07 20:56:42.62,C,4.078248,0.050647,211.961472
2025-09-07 20:56:52.62,C,4.077913,0.049701,212.384064
2025-09-07 20:57:02.62,C,4.075460,0.049123,212.797623
2025-09-07 20:57:12.62,C,4.077802,0.048440,213.206955
2025-09-07 20:57:22.62,C,4.079084,0.048125,213.610977
2025-09-07 20:57:32.62,C,4.078750,0.048230,214.013229
2025-09-07 20:57:42.62,C,4.078862,0.047179,214.414551
2025-09-07 20:57:52.62,C,4.079530,0.046496,214.814331
2025-09-07 20:58:02.62,C,4.078638,0.045655,215.202698
2025-09-07 20:58:12.62,C,4.078861,0.045761,215.584000
2025-09-07 20:58:22.62,C,4.078805,0.043922,215.956253
2025-09-07 20:58:32.62,C,4.077077,0.042976,216.325851
2025-09-07 20:58:42.62,C,4.078917,0.042450,216.684494
2025-09-07 20:58:52.62,C,4.077188,0.041452,217.034210
2025-09-07 20:59:02.62,C,4.079865,0.041295,217.376282
2025-09-07 20:59:12.62,C,4.078024,0.039403,217.713135
2025-09-07 20:59:22.62,C,4.079308,0.039666,218.047058
2025-09-07 20:59:32.62,C,4.079754,0.039613,218.378357
2025-09-07 20:59:42.62,C,4.078973,0.038562,218.704132
2025-09-07 20:59:52.62,C,4.079308,0.037564,219.023758
2025-09-07 21:00:02.62,C,4.079363,0.037827,219.339828
2025-09-07 21:00:12.62,C,4.079195,0.036934,219.652878
2025-09-07 21:00:22.62,C,4.079419,0.036093,219.958786
2025-09-07 21:00:32.62,C,4.079307,0.035567,220.263779
2025-09-07 21:00:42.62,C,4.079308,0.036408,220.568085
2025-09-07 21:00:52.62,C,4.080367,0.035252,220.872604
2025-09-07 21:01:02.62,C,4.079419,0.034937,221.169006
2025-09-07 21:01:12.62,C,4.079196,0.035095,221.463760
2025-09-07 21:01:22.62,C,4.079642,0.035567,221.751541
2025-09-07 21:01:32.62,C,4.079977,0.033308,222.036102
2025-09-07 21:01:42.62,C,4.078527,0.033308,222.318771
2025-09-07 21:01:52.62,C,4.079587,0.033098,222.598999
2025-09-07 21:02:02.62,C,4.078861,0.032888,222.873947
2025-09-07 21:02:12.62,C,4.080032,0.032310,223.148773
2025-09-07 21:02:22.62,C,4.077745,0.031101,223.414154
2025-09-07 21:02:32.62,C,4.078805,0.031417,223.674332
2025-09-07 21:02:42.62,C,4.079698,0.030629,223.934921
2025-09-07 21:02:52.62,C,4.080702,0.030629,224.194717
2025-09-07 21:03:02.62,C,4.080311,0.030839,224.450562
2025-09-07 21:03:12.62,C,4.080256,0.029473,224.704300
2025-09-07 21:03:22.62,C,4.079698,0.029157,224.952438
2025-09-07 21:03:32.62,C,4.080813,0.029000,225.197693
2025-09-07 21:03:42.62,C,4.080200,0.028159,225.442062
2025-09-07 21:03:52.62,C,4.080311,0.028264,225.680298
2025-09-07 21:04:02.62,C,4.079140,0.028054,225.922043
2025-09-07 21:04:12.62,C,4.078750,0.026793,226.154144
2025-09-07 21:04:22.62,C,4.079921,0.027476,226.383286
2025-09-07 21:04:32.62,C,4.079642,0.026740,226.608368
2025-09-07 21:04:42.62,C,4.079698,0.026215,226.829956
2025-09-07 21:04:52.62,C,4.079977,0.026740,227.054382
2025-09-07 21:05:02.62,C,4.081092,0.026898,227.277786
2025-09-07 21:05:12.63,R,4.036424,0.000000,0.000000
2025-09-07 21:05:22.63,R,4.029006,0.000000,0.000000
2025-09-07 21:05:32.63,R,4.023652,0.000000,0.000000
2025-09-07 21:05:42.63,R,4.018579,0.000000,0.000000
2025-09-07 21:05:52.63,R,4.011663,0.000000,0.000000
2025-09-07 21:06:02.63,R,4.008150,0.000000,0.000000
2025-09-07 21:06:12.63,R,4.005417,0.000000,0.000000
2025-09-07 21:06:22.63,R,4.003131,0.000000,0.000000
2025-09-07 21:06:32.63,R,4.001346,0.000000,0.000000
2025-09-07 21:06:42.63,R,3.998168,0.000000,0.000000
2025-09-07 21:06:52.63,R,3.997276,0.000000,0.000000
2025-09-07 21:07:02.63,R,3.995827,0.000000,0.000000
2025-09-07 21:07:12.63,R,3.993093,0.000000,0.000000
