CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,1,2
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,1
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-22 18:25:35.36,C,0.000,-1.078300,-10.673437
2025-08-22 18:25:45.36,C,0.000,-1.077042,-21.449060
2025-08-22 18:25:55.36,C,0.000,-1.077304,-32.223064
2025-08-22 18:26:05.36,C,0.000,-1.076833,-42.991348
2025-08-22 18:26:15.36,C,0.000,-1.077566,-53.765652
2025-08-22 18:26:25.36,C,0.000,-1.076047,-64.533188
2025-08-22 18:26:35.38,R,0.000,0.000000,0.000000
2025-08-22 18:26:45.38,R,0.000,0.000000,0.000000
2025-08-22 18:26:55.38,R,0.000,0.000000,0.000000
2025-08-22 18:27:05.38,R,0.000,0.000000,0.000000
2025-08-22 18:27:15.38,R,0.000,0.000000,0.000000
2025-08-22 18:27:25.38,R,0.000,0.000000,0.000000
2025-08-22 18:27:41.19,R,0.000,0.000000,0.000000
2025-08-22 18:27:51.19,R,0.000,0.000000,0.000000
2025-08-22 18:28:01.19,R,0.000,0.000000,0.000000
2025-08-22 18:28:11.19,R,0.000,0.000000,0.000000
2025-08-22 18:28:21.19,R,0.000,0.000000,0.000000
2025-08-22 18:28:31.19,R,0.000,0.000000,0.000000
