CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,20,40
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,2
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-22 20:28:31.40,C,4.138,0.093726,0.826918
2025-08-22 20:28:41.40,C,4.140,0.080282,1.704298
2025-08-22 20:28:51.40,C,4.139,0.071868,2.454035
2025-08-22 20:29:01.40,C,4.139,0.068013,3.150140
2025-08-22 20:29:11.40,C,4.142,0.066461,3.824640
2025-08-22 20:29:21.40,C,4.142,0.064299,4.478307
2025-08-22 20:29:31.40,C,4.142,0.062419,5.109863
2025-08-22 20:29:41.40,C,4.142,0.060961,5.727000
2025-08-22 20:29:51.40,C,4.142,0.059692,6.330567
2025-08-22 20:30:01.40,C,4.143,0.057530,6.916940
2025-08-22 20:30:11.40,C,4.145,0.055979,7.488847
2025-08-22 20:30:21.40,C,4.146,0.055603,8.041473
2025-08-22 20:30:31.40,C,4.144,0.053957,8.585265
2025-08-22 20:30:41.40,C,4.144,0.053487,9.119865
2025-08-22 20:30:51.40,C,4.144,0.053346,9.650072
2025-08-22 20:31:01.40,C,4.145,0.052312,10.175077
2025-08-22 20:31:11.40,C,4.148,0.052453,10.696134
2025-08-22 20:31:21.40,C,4.145,0.051325,11.212062
2025-08-22 20:31:31.40,C,4.144,0.049774,11.717450
2025-08-22 20:31:41.40,C,4.146,0.050620,12.222250
2025-08-22 20:31:51.40,C,4.148,0.050150,12.725709
2025-08-22 20:32:01.40,C,4.146,0.049680,13.224024
2025-08-22 20:32:11.40,C,4.147,0.049633,13.720345
2025-08-22 20:32:21.40,C,4.148,0.049491,14.217725
2025-08-22 20:32:31.40,C,4.148,0.049491,14.714276
2025-08-22 20:32:41.40,C,4.149,0.049021,15.206662
2025-08-22 20:32:51.40,C,4.149,0.049021,15.696429
2025-08-22 20:33:01.40,C,4.149,0.048692,16.186972
2025-08-22 20:33:11.40,C,4.148,0.048410,16.677103
2025-08-22 20:33:21.40,C,4.148,0.048598,17.161406
2025-08-22 20:33:31.40,C,4.148,0.047987,17.646370
2025-08-22 20:33:41.40,C,4.150,0.048269,18.128786
2025-08-22 20:33:51.40,C,4.150,0.047893,18.610497
2025-08-22 20:34:01.40,C,4.147,0.047564,19.089081
2025-08-22 20:34:11.40,C,4.150,0.047611,19.561035
2025-08-22 20:34:21.40,C,4.150,0.046483,20.032314
2025-08-22 20:34:31.40,C,4.148,0.046389,20.497025
2025-08-22 20:34:41.40,C,4.149,0.046530,20.963789
2025-08-22 20:34:51.40,C,4.151,0.046906,21.428274
2025-08-22 20:35:01.40,C,4.151,0.046060,21.890232
2025-08-22 20:35:11.40,C,4.152,0.046295,22.351519
2025-08-22 20:35:21.40,C,4.150,0.045966,22.810400
2025-08-22 20:35:31.40,C,4.150,0.045449,23.266678
2025-08-22 20:35:41.40,C,4.152,0.045872,23.724094
2025-08-22 20:35:51.40,C,4.151,0.045261,24.180073
2025-08-22 20:36:01.40,C,4.152,0.045637,24.635353
2025-08-22 20:36:11.40,C,4.149,0.045402,25.089373
2025-08-22 20:36:21.40,C,4.149,0.044791,25.538605
2025-08-22 20:36:31.40,C,4.151,0.044885,25.987352
2025-08-22 20:36:41.40,C,4.151,0.044462,26.435575
2025-08-22 20:36:51.40,C,4.153,0.044697,26.881044
