CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,20,60
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,2
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-28 20:51:16.76,C,3.931,0.464537,2.781127
2025-08-28 20:51:26.76,C,3.961,0.461017,6.388032
2025-08-28 20:51:36.76,C,3.992,0.464537,10.021022
2025-08-28 20:51:46.76,C,4.010,0.459703,13.591349
2025-08-28 20:51:56.76,C,4.028,0.464800,17.168398
2025-08-28 20:52:06.76,C,4.038,0.463539,20.803406
2025-08-28 20:52:16.76,C,4.050,0.453030,24.421177
2025-08-28 20:52:26.76,C,4.066,0.462645,28.014732
2025-08-28 20:52:36.76,C,4.087,0.477515,31.635262
2025-08-28 20:52:46.76,C,4.110,0.498952,35.506523
2025-08-28 20:52:56.76,C,4.111,0.467269,39.270882
2025-08-28 20:53:06.76,C,4.112,0.448354,42.844913
2025-08-28 20:53:16.76,C,4.114,0.437478,46.294502
2025-08-28 20:53:26.76,C,4.115,0.423607,49.647381
2025-08-28 20:53:36.76,C,4.113,0.413834,52.911087
2025-08-28 20:53:46.76,C,4.116,0.406583,56.112534
2025-08-28 20:53:56.76,C,4.116,0.397125,59.251816
2025-08-28 20:54:06.76,C,4.116,0.390873,62.327251
2025-08-28 20:54:16.76,C,4.117,0.385934,65.358917
2025-08-28 20:54:26.76,C,4.117,0.374637,68.327675
2025-08-28 20:54:36.76,C,4.118,0.368648,71.224220
2025-08-28 20:54:46.76,C,4.117,0.363971,74.085930
2025-08-28 20:54:56.76,C,4.118,0.359190,76.913574
2025-08-28 20:55:06.76,C,4.118,0.354724,79.698280
2025-08-28 20:55:16.76,C,4.118,0.348682,82.441399
2025-08-28 20:55:26.76,C,4.118,0.345266,85.148354
2025-08-28 20:55:36.76,C,4.120,0.340643,87.826523
2025-08-28 20:55:46.76,C,4.118,0.336702,90.469856
2025-08-28 20:55:56.76,C,4.117,0.333602,93.086067
2025-08-28 20:56:06.76,C,4.119,0.330450,95.678703
2025-08-28 20:56:16.76,C,4.122,0.324092,98.234314
2025-08-28 20:56:26.76,C,4.119,0.320204,100.747772
2025-08-28 20:56:36.76,C,4.119,0.317156,103.235344
2025-08-28 20:56:46.76,C,4.120,0.314424,105.695740
2025-08-28 20:56:56.76,C,4.120,0.311534,108.134468
2025-08-28 20:57:06.76,C,4.120,0.308224,110.548729
2025-08-28 20:57:16.76,C,4.123,0.305545,112.944588
2025-08-28 20:57:26.76,C,4.121,0.300763,115.312126
2025-08-28 20:57:36.76,C,4.123,0.297401,117.646042
