CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,10.000000,20,60
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,1
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-18 18:33:43.66,I,0.532,-2.972033,0.000000
2025-08-18 18:33:55.88,C,0.386,-2.986475,-29.518669
2025-08-18 18:34:05.88,C,0.599,-2.983306,-59.427456
2025-08-18 18:34:15.88,C,0.786,-2.965072,-89.133202
2025-08-18 18:34:25.88,C,0.749,-2.939719,-118.613510
2025-08-18 18:34:35.88,C,0.591,-2.938369,-147.941498
2025-08-18 18:34:45.88,C,0.364,-2.980397,-177.509293
2025-08-18 18:34:55.88,R,0.564,-2.924601,0.000000
2025-08-18 18:35:05.88,R,0.617,-2.887768,0.000000
2025-08-18 18:35:15.88,R,0.509,-2.905535,0.000000
2025-08-18 18:35:25.88,R,0.402,-2.921899,0.000000
2025-08-18 18:35:35.88,R,0.273,-2.908081,0.000000
2025-08-18 18:35:45.88,R,0.328,-2.943563,0.000000
2025-08-18 18:35:55.88,R,0.698,-2.891300,0.000000
2025-08-18 18:36:05.88,R,0.508,-2.873169,0.000000
2025-08-18 18:36:15.88,R,0.338,-2.944915,0.000000
2025-08-18 18:36:25.88,R,0.434,-2.993904,0.000000
2025-08-18 18:36:35.88,R,0.569,-2.876338,0.000000
2025-08-18 18:36:45.88,R,0.503,-2.895249,0.000000
2025-08-18 18:36:59.20,R,0.319,-2.941277,0.000000
2025-08-18 18:37:09.20,R,0.512,-2.931822,0.000000
2025-08-18 18:37:19.20,R,0.679,-2.872079,0.000000
2025-08-18 18:37:29.20,R,0.629,-2.861013,0.000000
2025-08-18 18:37:39.20,R,0.392,-2.894989,0.000000
2025-08-18 18:37:49.20,R,0.443,-2.949486,0.000000
2025-08-18 18:37:59.20,R,0.493,-2.933849,0.000000
2025-08-18 18:38:09.20,R,0.617,-2.844700,0.000000
2025-08-18 18:38:19.20,R,0.571,-2.861377,0.000000
2025-08-18 18:38:29.20,R,0.337,-2.937278,0.000000
2025-08-18 18:38:39.20,R,0.531,-2.898729,0.000000
2025-08-18 18:38:49.20,R,0.684,-2.851818,0.000000
