CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,20,30
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,2
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-26 16:48:50.05,C,4.021,0.453398,3.732028
2025-08-26 16:49:00.05,C,4.049,0.459019,8.272512
2025-08-26 16:49:10.05,C,4.068,0.452607,12.844834
2025-08-26 16:49:20.05,C,4.094,0.462099,17.463400
2025-08-26 16:49:30.05,C,4.110,0.467762,22.099995
2025-08-26 16:49:40.05,C,4.123,0.463057,26.720282
2025-08-26 16:49:50.05,C,4.154,0.499739,31.461763
2025-08-26 16:50:00.05,C,4.156,0.472217,36.306679
2025-08-26 16:50:10.05,C,4.159,0.455896,40.944672
2025-08-26 16:50:20.05,C,4.161,0.440865,45.435719
2025-08-26 16:50:30.05,C,4.160,0.430123,49.784443
2025-08-26 16:50:40.05,C,4.163,0.422004,54.045746
2025-08-26 16:50:50.05,C,4.163,0.414343,58.222412
2025-08-26 16:51:00.05,C,4.164,0.409430,62.344780
2025-08-26 16:51:10.05,C,4.164,0.404933,66.420135
2025-08-26 16:51:20.05,C,4.165,0.397897,70.430832
2025-08-26 16:51:30.05,C,4.166,0.394191,74.391556
2025-08-26 16:51:40.05,C,4.165,0.390111,78.314980
2025-08-26 16:51:50.05,C,4.165,0.386655,82.200882
2025-08-26 16:52:00.05,C,4.166,0.381742,86.048645
2025-08-26 16:52:10.05,C,4.165,0.377287,89.842918
2025-08-26 16:52:20.05,C,4.166,0.375247,93.601517
2025-08-26 16:52:30.05,C,4.167,0.371874,97.331718
2025-08-26 16:52:40.05,C,4.165,0.368502,101.033264
2025-08-26 16:52:50.05,C,4.167,0.363339,104.694908
2025-08-26 16:53:00.05,C,4.168,0.357176,108.301468
2025-08-26 16:53:10.05,C,4.168,0.356552,111.868607
2025-08-26 16:53:20.05,C,4.170,0.353971,115.417160
2025-08-26 16:53:30.05,C,4.168,0.350473,118.935669
2025-08-26 16:53:40.05,C,4.168,0.348516,122.429558
2025-08-26 16:53:50.05,C,4.168,0.345768,125.900192
2025-08-26 16:54:00.05,C,4.168,0.343187,129.345367
2025-08-26 16:54:10.05,C,4.169,0.337982,132.745956
2025-08-26 16:54:20.05,C,4.170,0.336691,136.121124
2025-08-26 16:54:30.05,C,4.168,0.334402,139.473114
2025-08-26 16:54:40.05,C,4.168,0.331570,142.801422
2025-08-26 16:54:50.05,C,4.169,0.329988,146.107727
2025-08-26 16:55:00.05,C,4.169,0.328448,149.396973
2025-08-26 16:55:10.05,C,4.170,0.326283,152.668106
2025-08-26 16:55:20.05,C,4.171,0.323784,155.917328
2025-08-26 16:55:30.05,C,4.169,0.319871,159.140686
