CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,50
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min
MONITOR_PARAMS,0.000100,20,40
NUM_CYCLES,Number_of_Cycles
NUM_CYCLES,2
RECORDING_INTERVAL,Interval_seconds
RECORDING_INTERVAL,10
DATETIME,STATUS,VOLTAGE_V,CURRENT_A,COULOMB_COUNT_C
2025-08-27 13:26:31.61,C,3.948,0.500495,3.165130
2025-08-27 13:26:41.61,C,3.979,0.500863,7.171391
2025-08-27 13:26:51.61,C,4.003,0.500075,11.183784
2025-08-27 13:27:01.61,C,4.026,0.511739,15.189422
2025-08-27 13:27:11.61,C,4.038,0.505802,19.239029
2025-08-27 13:27:21.61,C,4.052,0.505644,23.309774
2025-08-27 13:27:31.61,C,4.062,0.502124,27.302464
2025-08-27 13:27:41.61,C,4.081,0.503700,31.336992
2025-08-27 13:27:51.61,C,4.091,0.504646,35.367580
2025-08-27 13:28:01.61,C,4.103,0.504856,39.407963
2025-08-27 13:28:11.61,C,4.114,0.508114,43.458279
2025-08-27 13:28:21.61,C,4.141,0.554456,47.622658
2025-08-27 13:28:31.61,C,4.143,0.527817,51.949631
2025-08-27 13:28:41.61,C,4.144,0.510425,56.105350
2025-08-27 13:28:51.61,C,4.145,0.498341,60.139553
2025-08-27 13:29:01.61,C,4.146,0.482683,64.055168
2025-08-27 13:29:11.61,C,4.147,0.474171,67.881081
2025-08-27 13:29:21.61,C,4.147,0.465607,71.644020
2025-08-27 13:29:31.61,C,4.149,0.458251,75.338264
2025-08-27 13:29:41.61,C,4.150,0.453365,78.981834
2025-08-27 13:29:51.61,C,4.151,0.447953,82.584763
2025-08-27 13:30:01.61,C,4.151,0.440124,86.142967
2025-08-27 13:30:11.61,C,4.151,0.433346,89.634079
2025-08-27 13:30:21.61,C,4.149,0.427671,93.080872
2025-08-27 13:30:31.61,C,4.151,0.424624,96.490845
2025-08-27 13:30:41.61,C,4.153,0.421787,99.876625
2025-08-27 13:30:51.61,C,4.153,0.417531,103.232323
2025-08-27 13:31:01.61,C,4.153,0.410648,106.541618
2025-08-27 13:31:11.61,C,4.154,0.407023,109.808449
2025-08-27 13:31:21.61,C,4.154,0.402819,113.043877
2025-08-27 13:31:31.61,C,4.155,0.398984,116.252533
2025-08-27 13:31:41.61,C,4.156,0.396094,119.439110
2025-08-27 13:31:51.61,C,4.156,0.385375,122.548683
2025-08-27 13:32:01.61,C,4.155,0.381067,125.617462
2025-08-27 13:32:11.61,C,4.156,0.379648,128.659927
2025-08-27 13:32:21.61,C,4.157,0.375813,131.678879
2025-08-27 13:32:31.61,C,4.156,0.372765,134.673050
2025-08-27 13:32:41.61,C,4.157,0.369297,137.638123
2025-08-27 13:32:51.61,C,4.156,0.364463,140.570221
2025-08-27 13:33:01.61,C,4.156,0.359734,143.464890
2025-08-27 13:33:11.61,C,4.157,0.357160,146.333405
2025-08-27 13:33:21.61,C,4.158,0.354638,149.178955
2025-08-27 13:33:31.61,C,4.157,0.350802,151.998734
2025-08-27 13:33:41.61,C,4.157,0.348753,154.796936
2025-08-27 13:33:51.61,C,4.157,0.345706,157.577682
2025-08-27 13:34:01.61,C,4.157,0.343762,160.334808
2025-08-27 13:34:11.61,C,4.158,0.339716,163.066254
2025-08-27 13:34:21.61,C,4.157,0.334041,165.756912
2025-08-27 13:34:31.61,C,4.157,0.330994,168.418488
2025-08-27 13:34:41.61,C,4.158,0.329470,171.062210
2025-08-27 13:34:51.61,C,4.158,0.325635,173.684540
2025-08-27 13:35:01.61,C,4.159,0.324899,176.289658
2025-08-27 13:35:11.61,C,4.158,0.322219,178.881897
2025-08-27 13:35:21.61,C,4.159,0.319330,181.448593
2025-08-27 13:35:31.61,C,4.159,0.317648,183.997177
2025-08-27 13:35:41.61,C,4.159,0.313655,186.524109
2025-08-27 13:35:51.61,C,4.159,0.309767,189.019287
2025-08-27 13:36:01.61,C,4.158,0.307035,191.485443
2025-08-27 13:36:11.61,C,4.159,0.305406,193.933060
2025-08-27 13:36:21.61,C,4.158,0.301833,196.361420
2025-08-27 13:36:31.61,C,4.159,0.300414,198.771683
2025-08-27 13:36:41.61,C,4.158,0.297577,201.162598
2025-08-27 13:36:51.61,C,4.157,0.293847,203.531540
2025-08-27 13:37:01.61,C,4.158,0.291272,205.871643
2025-08-27 13:37:11.61,C,4.158,0.285913,208.175598
2025-08-27 13:37:21.61,C,4.158,0.283759,210.452499
2025-08-27 13:37:31.61,C,4.157,0.281184,212.710175
2025-08-27 13:37:41.61,C,4.159,0.279765,214.950851
2025-08-27 13:37:51.61,C,4.159,0.277664,217.177917
2025-08-27 13:38:01.61,C,4.158,0.275772,219.391602
2025-08-27 13:38:11.61,C,4.159,0.274564,221.590378
2025-08-27 13:38:21.61,C,4.160,0.272935,223.779282
2025-08-27 13:38:31.61,C,4.159,0.270571,225.952545
2025-08-27 13:38:41.61,C,4.159,0.269047,228.111053
2025-08-27 13:38:51.61,C,4.161,0.268942,230.261032
2025-08-27 13:39:01.61,C,4.160,0.264738,232.395859
2025-08-27 13:39:11.61,C,4.160,0.262321,234.501389
2025-08-27 13:39:21.61,C,4.160,0.259064,236.590118
2025-08-27 13:39:31.61,C,4.161,0.258433,238.664276
2025-08-27 13:39:41.61,C,4.161,0.257488,240.724442
2025-08-27 13:39:51.61,C,4.160,0.255596,242.777924
2025-08-27 13:40:01.61,C,4.161,0.253915,244.816864
2025-08-27 13:40:11.61,C,4.160,0.252391,246.843857
2025-08-27 13:40:21.61,C,4.160,0.250972,248.858017
2025-08-27 13:40:31.61,C,4.160,0.249239,250.859879
2025-08-27 13:40:41.61,C,4.161,0.248556,252.847641
2025-08-27 13:40:51.61,C,4.160,0.247820,254.830872
2025-08-27 13:41:01.61,C,4.161,0.246349,256.803986
2025-08-27 13:41:11.61,C,4.160,0.244457,258.767487
2025-08-27 13:41:21.61,C,4.161,0.242671,260.715698
2025-08-27 13:41:31.61,C,4.162,0.240096,262.640930
2025-08-27 13:41:41.61,C,4.161,0.239308,264.563782
2025-08-27 13:41:51.61,C,4.161,0.236891,266.467316
2025-08-27 13:42:01.61,C,4.162,0.234106,268.352325
2025-08-27 13:42:11.61,C,4.161,0.232635,270.222382
2025-08-27 13:42:21.61,C,4.162,0.232005,272.077148
2025-08-27 13:42:31.61,C,4.161,0.229850,273.925842
2025-08-27 13:42:41.61,C,4.162,0.229693,275.764099
2025-08-27 13:42:51.61,C,4.161,0.227854,277.595642
2025-08-27 13:43:01.61,C,4.162,0.226383,279.415527
2025-08-27 13:43:11.61,C,4.162,0.225962,281.223450
2025-08-27 13:43:21.61,C,4.162,0.224071,283.021027
2025-08-27 13:43:31.61,C,4.162,0.223335,284.812103
2025-08-27 13:43:41.61,C,4.162,0.222547,286.597382
2025-08-27 13:43:51.61,C,4.162,0.220813,288.370697
2025-08-27 13:44:01.61,C,4.162,0.219710,290.136658
2025-08-27 13:44:11.61,C,4.162,0.218712,291.887939
2025-08-27 13:44:21.61,C,4.163,0.217976,293.634216
2025-08-27 13:44:31.61,C,4.162,0.216557,295.373138
2025-08-27 13:44:41.61,C,4.163,0.215927,297.104095
2025-08-27 13:44:51.61,C,4.163,0.215244,298.829681
2025-08-27 13:45:01.61,C,4.163,0.213615,300.545593
2025-08-27 13:45:11.61,C,4.163,0.212459,302.247131
2025-08-27 13:45:21.61,C,4.163,0.210988,303.935760
2025-08-27 13:45:31.61,C,4.163,0.210042,305.616241
2025-08-27 13:45:41.61,C,4.163,0.207573,307.283752
2025-08-27 13:45:51.61,C,4.163,0.204525,308.936188
2025-08-27 13:46:01.61,C,4.162,0.202791,310.571869
2025-08-27 13:46:11.61,C,4.163,0.203054,312.195923
2025-08-27 13:46:21.61,C,4.163,0.201267,313.811768
2025-08-27 13:46:31.61,C,4.163,0.200900,315.418304
2025-08-27 13:46:41.61,C,4.163,0.199796,317.019867
2025-08-27 13:46:51.61,C,4.163,0.198903,318.612762
2025-08-27 13:47:01.61,C,4.164,0.198325,320.200348
2025-08-27 13:47:11.61,C,4.164,0.196906,321.779510
2025-08-27 13:47:21.61,C,4.162,0.192388,323.343140
2025-08-27 13:47:31.61,C,4.163,0.191705,324.879700
2025-08-27 13:47:41.61,C,4.164,0.189761,326.409729
2025-08-27 13:47:51.61,C,4.164,0.185084,327.907196
2025-08-27 13:48:01.61,C,4.162,0.182037,329.380829
2025-08-27 13:48:11.61,C,4.163,0.180093,330.834412
2025-08-27 13:48:21.61,C,4.163,0.178832,332.267029
2025-08-27 13:48:31.61,C,4.163,0.178149,333.692322
2025-08-27 13:48:41.61,C,4.163,0.176678,335.109314
2025-08-27 13:48:51.61,C,4.163,0.175627,336.522614
2025-08-27 13:49:01.61,C,4.163,0.175312,337.925354
2025-08-27 13:49:11.61,C,4.164,0.174839,339.324219
2025-08-27 13:49:21.61,C,4.164,0.173893,340.718964
2025-08-27 13:49:31.61,C,4.163,0.171949,342.102844
2025-08-27 13:49:41.61,C,4.163,0.171581,343.480194
2025-08-27 13:49:51.61,C,4.164,0.171634,344.848297
2025-08-27 13:50:01.61,C,4.164,0.170530,346.215637
2025-08-27 13:50:11.61,C,4.163,0.168954,347.576904
2025-08-27 13:50:21.61,C,4.163,0.168481,348.925995
2025-08-27 13:50:31.61,C,4.164,0.167745,350.272095
2025-08-27 13:50:41.61,C,4.164,0.167167,351.611084
2025-08-27 13:50:51.61,C,4.163,0.165591,352.941772
2025-08-27 13:51:01.61,C,4.164,0.163700,354.258789
2025-08-27 13:51:11.61,C,4.164,0.162281,355.564148
2025-08-27 13:51:21.61,C,4.163,0.159759,356.855774
2025-08-27 13:51:31.61,C,4.163,0.159444,358.135925
2025-08-27 13:51:41.61,C,4.163,0.158235,359.405334
2025-08-27 13:51:51.61,C,4.163,0.156869,360.665741
2025-08-27 13:52:01.61,C,4.164,0.157079,361.922272
2025-08-27 13:52:11.61,C,4.164,0.156186,363.175354
2025-08-27 13:52:21.61,C,4.164,0.154978,364.418091
2025-08-27 13:52:31.61,C,4.163,0.154295,365.653290
2025-08-27 13:52:41.61,C,4.162,0.152823,366.879547
2025-08-27 13:52:51.61,C,4.163,0.152613,368.102539
2025-08-27 13:53:01.61,C,4.164,0.152876,369.323151
2025-08-27 13:53:11.61,C,4.164,0.151300,370.536530
2025-08-27 13:53:21.61,C,4.164,0.150722,371.746948
2025-08-27 13:53:31.61,C,4.164,0.149829,372.948090
2025-08-27 13:53:41.61,C,4.164,0.149618,374.143219
2025-08-27 13:53:51.61,C,4.165,0.148778,375.335144
2025-08-27 13:54:01.61,C,4.165,0.147674,376.526337
2025-08-27 13:54:11.61,C,4.164,0.147254,377.705505
2025-08-27 13:54:21.61,C,4.164,0.146624,378.881256
2025-08-27 13:54:31.61,C,4.165,0.146308,380.054230
2025-08-27 13:54:41.61,C,4.165,0.145888,381.220337
2025-08-27 13:54:51.61,C,4.164,0.144627,382.382568
2025-08-27 13:55:01.61,C,4.164,0.144207,383.537079
2025-08-27 13:55:11.61,C,4.165,0.143471,384.688751
2025-08-27 13:55:21.61,C,4.164,0.141947,385.829803
2025-08-27 13:55:31.61,C,4.165,0.142315,386.966614
2025-08-27 13:55:41.61,C,4.165,0.140371,388.099518
2025-08-27 13:55:51.61,C,4.166,0.140739,389.226532
2025-08-27 13:56:01.61,C,4.166,0.140056,390.354492
2025-08-27 13:56:11.61,C,4.165,0.138427,391.471497
2025-08-27 13:56:21.61,C,4.166,0.138322,392.580963
2025-08-27 13:56:31.61,C,4.166,0.135379,393.672791
2025-08-27 13:56:41.61,C,4.166,0.135222,394.758270
2025-08-27 13:56:51.61,C,4.165,0.133751,395.832458
2025-08-27 13:57:01.61,C,4.165,0.132542,396.891235
2025-08-27 13:57:11.61,C,4.165,0.132279,397.950439
2025-08-27 13:57:21.61,C,4.166,0.131018,399.004028
2025-08-27 13:57:31.61,C,4.165,0.131281,400.052399
2025-08-27 13:57:41.61,C,4.166,0.130861,401.097198
2025-08-27 13:57:51.61,C,4.166,0.129285,402.137360
2025-08-27 13:58:01.61,C,4.166,0.128759,403.170227
2025-08-27 13:58:11.61,C,4.166,0.128181,404.199005
2025-08-27 13:58:21.61,C,4.165,0.127393,405.223083
2025-08-27 13:58:31.61,C,4.165,0.126080,406.238647
2025-08-27 13:58:41.61,C,4.166,0.126342,407.249512
2025-08-27 13:58:51.61,C,4.166,0.125922,408.259766
2025-08-27 13:59:01.61,C,4.166,0.125607,409.266754
2025-08-27 13:59:11.61,C,4.166,0.125291,410.270752
2025-08-27 13:59:21.61,C,4.165,0.124293,411.269470
2025-08-27 13:59:31.61,C,4.166,0.124030,412.258789
2025-08-27 13:59:41.61,C,4.167,0.124346,413.248566
2025-08-27 13:59:51.61,C,4.167,0.123137,414.237915
2025-08-27 14:00:01.61,C,4.165,0.121929,415.217896
2025-08-27 14:00:11.61,C,4.167,0.122612,416.194183
2025-08-27 14:00:21.61,C,4.167,0.121719,417.170746
2025-08-27 14:00:31.61,C,4.167,0.121036,418.140045
2025-08-27 14:00:41.61,C,4.166,0.119512,419.102936
2025-08-27 14:00:51.61,C,4.166,0.118934,420.055511
2025-08-27 14:01:01.61,C,4.166,0.118829,421.004852
2025-08-27 14:01:11.61,C,4.166,0.117253,421.948547
2025-08-27 14:01:21.61,C,4.165,0.116990,422.881897
2025-08-27 14:01:31.61,C,4.165,0.115834,423.815948
2025-08-27 14:01:41.61,C,4.166,0.116044,424.742767
2025-08-27 14:01:51.61,C,4.165,0.113890,425.666321
2025-08-27 14:02:01.61,C,4.165,0.114468,426.582001
2025-08-27 14:02:11.61,C,4.165,0.113890,427.490570
2025-08-27 14:02:21.61,C,4.166,0.113942,428.401794
2025-08-27 14:02:31.61,C,4.166,0.113680,429.308594
2025-08-27 14:02:41.61,C,4.166,0.113207,430.215332
2025-08-27 14:02:51.61,C,4.166,0.110422,431.111633
2025-08-27 14:03:01.61,C,4.165,0.110212,431.995789
2025-08-27 14:03:11.61,C,4.167,0.110947,432.880493
2025-08-27 14:03:21.61,C,4.167,0.110264,433.761932
2025-08-27 14:03:31.61,C,4.166,0.107427,434.632172
2025-08-27 14:03:41.61,C,4.166,0.108636,435.492126
2025-08-27 14:03:51.61,C,4.166,0.105851,436.351624
2025-08-27 14:04:01.61,C,4.166,0.106586,437.200226
2025-08-27 14:04:11.61,C,4.166,0.105693,438.051514
2025-08-27 14:04:21.61,C,4.168,0.106744,438.900848
2025-08-27 14:04:31.61,C,4.167,0.106219,439.749542
2025-08-27 14:04:41.61,C,4.167,0.104327,440.590668
2025-08-27 14:04:51.61,C,4.167,0.104274,441.426788
2025-08-27 14:05:01.61,C,4.167,0.103749,442.263275
2025-08-27 14:05:11.61,C,4.167,0.103854,443.091278
2025-08-27 14:05:21.61,C,4.167,0.103486,443.918762
2025-08-27 14:05:31.61,C,4.167,0.102541,444.745300
2025-08-27 14:05:41.61,C,4.167,0.102488,445.565094
2025-08-27 14:05:51.61,C,4.168,0.102646,446.386871
2025-08-27 14:06:01.61,C,4.168,0.101700,447.205353
2025-08-27 14:06:11.61,C,4.167,0.101700,448.020874
2025-08-27 14:06:21.61,C,4.167,0.101490,448.836273
2025-08-27 14:06:31.61,C,4.168,0.101069,449.645935
2025-08-27 14:06:41.61,C,4.168,0.099598,450.451843
2025-08-27 14:06:51.61,C,4.167,0.100019,451.253967
2025-08-27 14:07:01.61,C,4.168,0.099914,452.051819
2025-08-27 14:07:11.61,C,4.168,0.098600,452.844971
2025-08-27 14:07:21.61,C,4.168,0.098810,453.636566
2025-08-27 14:07:31.61,C,4.167,0.098390,454.424774
2025-08-27 14:07:41.61,C,4.167,0.098022,455.209625
2025-08-27 14:07:51.61,C,4.168,0.097286,455.989807
2025-08-27 14:08:01.61,C,4.168,0.097024,456.769592
2025-08-27 14:08:11.61,C,4.167,0.096131,457.543823
2025-08-27 14:08:21.61,C,4.167,0.095710,458.317352
2025-08-27 14:08:31.61,C,4.168,0.096551,459.082733
2025-08-27 14:08:41.61,C,4.168,0.095658,459.850403
2025-08-27 14:08:51.61,C,4.168,0.095815,460.617157
2025-08-27 14:09:01.61,C,4.168,0.095342,461.380859
