CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,20
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V,Has_Discharge_Chip,Discharge_Current_Threshold_mA
2025-09-06 19:54:48.14,C,4.167807,0.152158,427.456390
2025-09-06 19:54:58.14,C,4.167528,0.152316,428.734222
2025-09-06 19:55:08.14,C,4.167417,0.151475,430.008240
2025-09-06 19:55:18.14,C,4.168141,0.150477,431.274933
2025-09-06 19:55:28.14,C,4.168365,0.150214,432.538361
2025-09-06 19:55:38.14,C,4.168477,0.149636,433.796143
2025-09-06 19:55:48.14,C,4.167528,0.147377,435.041382
2025-09-06 19:55:58.14,C,4.167361,0.146799,436.280487
2025-09-06 19:56:08.14,C,4.166692,0.145591,437.507751
2025-09-06 19:56:18.14,C,4.168476,0.145275,438.720612
2025-09-06 19:56:28.14,C,4.166970,0.142491,439.923737
2025-09-06 19:56:38.14,C,4.166190,0.141492,441.119568
2025-09-06 19:56:48.14,C,4.167418,0.141440,442.305054
2025-09-06 19:56:58.14,C,4.167528,0.139758,443.484161
2025-09-06 19:57:08.14,C,4.166692,0.139286,444.653778
2025-09-06 19:57:18.14,C,4.166748,0.138235,445.816986
2025-09-06 19:57:28.14,C,4.167249,0.138025,446.975891
2025-09-06 19:57:38.14,C,4.168588,0.137762,448.133087
2025-09-06 19:57:48.14,C,4.168421,0.137131,449.286102
2025-09-06 19:57:58.14,C,4.168309,0.136658,450.432037
2025-09-06 19:58:08.14,C,4.168588,0.136133,451.575195
2025-09-06 19:58:18.14,C,4.167473,0.135030,452.711365
2025-09-06 19:58:28.14,C,4.168253,0.135292,453.843475
2025-09-06 19:58:38.14,C,4.167194,0.133769,454.971985
2025-09-06 19:58:48.14,C,4.169647,0.133821,456.094147
2025-09-06 19:58:58.14,C,4.169034,0.133191,457.215759
2025-09-06 19:59:08.14,C,4.168198,0.131877,458.331757
2025-09-06 19:59:18.14,C,4.168810,0.132087,459.437775
2025-09-06 19:59:28.14,C,4.169927,0.130774,460.538818
2025-09-06 19:59:38.14,C,4.169257,0.130353,461.632996
2025-09-06 19:59:48.14,C,4.169369,0.129513,462.721771
2025-09-06 19:59:58.14,C,4.166692,0.129092,463.809723
2025-09-06 20:00:08.14,C,4.169256,0.129145,464.888306
2025-09-06 20:00:18.14,C,4.168309,0.128462,465.968140
2025-09-06 20:00:28.14,C,4.168253,0.127359,467.040527
2025-09-06 20:00:38.14,C,4.168978,0.127096,468.109039
2025-09-06 20:00:48.14,C,4.170260,0.126886,469.171661
2025-09-06 20:00:58.14,C,4.168253,0.125835,470.232574
2025-09-06 20:01:08.14,C,4.169034,0.125572,471.287018
2025-09-06 20:01:18.14,C,4.170986,0.125625,472.344727
2025-09-06 20:01:28.14,C,4.169313,0.124679,473.395111
2025-09-06 20:01:38.14,C,4.169090,0.124469,474.442657
2025-09-06 20:01:48.14,C,4.170037,0.124679,475.484039
2025-09-06 20:01:58.14,C,4.168141,0.122525,476.519012
2025-09-06 20:02:08.14,C,4.167640,0.121159,477.542633
2025-09-06 20:02:18.14,C,4.168420,0.121053,478.560150
2025-09-06 20:02:28.14,C,4.169201,0.120055,479.570251
2025-09-06 20:02:38.14,C,4.170372,0.118374,480.582001
2025-09-06 20:02:48.14,C,4.170038,0.119530,481.583588
2025-09-06 20:02:58.14,C,4.169313,0.116692,482.579498
2025-09-06 20:03:08.14,C,4.169703,0.116692,483.564667
2025-09-06 20:03:18.14,C,4.171710,0.115747,484.538666
2025-09-06 20:03:28.14,C,4.167919,0.115116,485.509247
2025-09-06 20:03:38.14,C,4.169201,0.113645,486.469635
2025-09-06 20:03:48.14,C,4.168755,0.113592,487.422729
2025-09-06 20:03:58.14,C,4.168420,0.112489,488.371002
2025-09-06 20:04:08.14,C,4.169201,0.112436,489.315582
2025-09-06 20:04:18.14,C,4.170763,0.111858,490.258759
2025-09-06 20:04:28.14,C,4.169703,0.111911,491.198639
2025-09-06 20:04:38.14,C,4.168476,0.110230,492.134552
2025-09-06 20:04:48.14,C,4.169033,0.109862,493.061768
2025-09-06 20:04:58.14,C,4.167807,0.108811,493.983246
2025-09-06 20:05:08.14,C,4.169591,0.108864,494.897400
2025-09-06 20:05:18.14,C,4.170038,0.109179,495.813507
2025-09-06 20:05:28.14,C,4.169034,0.108181,496.724915
2025-09-06 20:05:38.14,C,4.170818,0.108496,497.635437
2025-09-06 20:05:48.14,C,4.169647,0.107340,498.539215
2025-09-06 20:05:58.14,C,4.168420,0.106342,499.441772
2025-09-06 20:06:08.14,C,4.168810,0.105659,500.335510
2025-09-06 20:06:18.14,C,4.168755,0.105659,501.224915
2025-09-06 20:06:28.14,C,4.167974,0.105396,502.110382
2025-09-06 20:06:38.14,C,4.170094,0.104976,502.994904
2025-09-06 20:06:48.14,C,4.170094,0.104923,503.875153
2025-09-06 20:06:58.14,C,4.168867,0.104608,504.755371
2025-09-06 20:07:08.14,C,4.169814,0.105238,505.632111
2025-09-06 20:07:18.14,C,4.168421,0.103872,506.506561
2025-09-06 20:07:28.14,C,4.172156,0.103609,507.377533
2025-09-06 20:07:38.14,C,4.169870,0.103137,508.244202
2025-09-06 20:07:48.14,C,4.168867,0.101508,509.101166
2025-09-06 20:07:58.14,C,4.168253,0.101245,509.958160
2025-09-06 20:08:08.14,C,4.168867,0.101718,510.814362
2025-09-06 20:08:18.14,C,4.169090,0.100825,511.665161
2025-09-06 20:08:28.14,C,4.168253,0.100615,512.511230
2025-09-06 20:08:38.14,C,4.167583,0.099932,513.351868
2025-09-06 20:08:48.14,C,4.169480,0.099669,514.186157
2025-09-06 20:08:58.14,C,4.169815,0.099301,515.017944
2025-09-06 20:09:08.14,C,4.169479,0.097935,515.847290
2025-09-06 20:09:18.14,C,4.168365,0.098093,516.674377
2025-09-06 20:09:28.14,C,4.170539,0.098198,517.502075
2025-09-06 20:09:38.14,C,4.168921,0.097042,518.323364
2025-09-06 20:09:48.14,C,4.168867,0.096674,519.139648
2025-09-06 20:09:58.14,C,4.169647,0.096201,519.951782
2025-09-06 20:10:08.14,C,4.171153,0.096726,520.760681
2025-09-06 20:10:18.14,C,4.170260,0.096516,521.565796
2025-09-06 20:10:28.14,C,4.169814,0.095255,522.367126
2025-09-06 20:10:38.14,C,4.171543,0.094940,523.169800
2025-09-06 20:10:48.14,C,4.169926,0.093574,523.964722
2025-09-06 20:10:58.14,C,4.169981,0.093364,524.754089
2025-09-06 20:11:08.14,C,4.169368,0.092208,525.531372
2025-09-06 20:11:18.14,C,4.171599,0.092996,526.302307
2025-09-06 20:11:28.14,C,4.170093,0.091525,527.078491
2025-09-06 20:11:38.14,C,4.169480,0.091157,527.846191
2025-09-06 20:11:48.14,C,4.169814,0.090211,528.603516
2025-09-06 20:11:58.14,C,4.169145,0.089108,529.357727
2025-09-06 20:12:08.14,C,4.169368,0.089476,530.106689
2025-09-06 20:12:18.14,C,4.170149,0.090579,530.853516
2025-09-06 20:12:28.14,C,4.170316,0.088635,531.599182
2025-09-06 20:12:38.14,C,4.170930,0.088057,532.342896
2025-09-06 20:12:48.14,C,4.169034,0.087216,533.081116
2025-09-06 20:12:58.14,C,4.170874,0.087584,533.815186
2025-09-06 20:13:08.14,C,4.169424,0.087059,534.547363
2025-09-06 20:13:18.14,C,4.170260,0.086953,535.275818
2025-09-06 20:13:28.14,C,4.170428,0.086533,536.002930
2025-09-06 20:13:38.14,C,4.170986,0.086428,536.724792
2025-09-06 20:13:48.14,C,4.170149,0.085272,537.446045
2025-09-06 20:13:58.14,C,4.171208,0.084852,538.161072
2025-09-06 20:14:08.14,C,4.169814,0.084904,538.872314
2025-09-06 20:14:18.14,C,4.169927,0.084221,539.579163
2025-09-06 20:14:28.14,C,4.169703,0.083591,540.282654
2025-09-06 20:14:38.14,C,4.170372,0.083013,540.983765
2025-09-06 20:14:48.14,C,4.171766,0.084011,541.685181
2025-09-06 20:14:58.14,C,4.171823,0.083065,542.384155
2025-09-06 20:15:08.14,C,4.168755,0.082540,543.081360
2025-09-06 20:15:18.14,C,4.171989,0.082487,543.779114
2025-09-06 20:15:28.14,C,4.169536,0.081962,544.470825
2025-09-06 20:15:38.14,C,4.171710,0.081647,545.158081
2025-09-06 20:15:48.14,C,4.171152,0.081804,545.843018
2025-09-06 20:15:58.14,C,4.170763,0.081174,546.528442
2025-09-06 20:16:08.14,C,4.171041,0.081752,547.210815
2025-09-06 20:16:18.14,C,4.172212,0.081332,547.895996
2025-09-06 20:16:28.14,C,4.172324,0.081332,548.579956
2025-09-06 20:16:38.14,C,4.169870,0.079913,549.257507
2025-09-06 20:16:48.14,C,4.169870,0.080123,549.929077
2025-09-06 20:16:58.14,C,4.170094,0.080018,550.601746
2025-09-06 20:17:08.14,C,4.172212,0.080281,551.276367
2025-09-06 20:17:18.14,C,4.172882,0.080123,551.949097
2025-09-06 20:17:28.14,C,4.170595,0.079703,552.615234
2025-09-06 20:17:38.14,C,4.172213,0.079808,553.283325
2025-09-06 20:17:48.14,C,4.171041,0.079020,553.951111
2025-09-06 20:17:58.14,C,4.170930,0.078494,554.611328
2025-09-06 20:18:08.14,C,4.171655,0.078389,555.271790
2025-09-06 20:18:18.14,C,4.169926,0.078967,555.934509
2025-09-06 20:18:28.14,C,4.170818,0.077864,556.591187
2025-09-06 20:18:38.14,C,4.173551,0.077916,557.245117
2025-09-06 20:18:48.14,C,4.173662,0.077864,557.903442
2025-09-06 20:18:58.14,C,4.170985,0.077811,558.556702
2025-09-06 20:19:08.14,C,4.171153,0.077023,559.208496
2025-09-06 20:19:18.14,C,4.173048,0.077496,559.858704
2025-09-06 20:19:28.14,C,4.174220,0.076918,560.507568
2025-09-06 20:19:38.14,C,4.174499,0.078074,561.155457
2025-09-06 20:19:48.14,C,4.175001,0.076498,561.803223
2025-09-06 20:19:58.14,C,4.172156,0.075342,562.444885
2025-09-06 20:20:08.14,C,4.172267,0.075710,563.077332
2025-09-06 20:20:18.14,C,4.174833,0.075657,563.711792
2025-09-06 20:20:28.14,C,4.173161,0.075815,564.348938
2025-09-06 20:20:38.14,C,4.173495,0.075604,564.982483
2025-09-06 20:20:48.14,C,4.174499,0.075394,565.617737
2025-09-06 20:20:58.14,C,4.172937,0.073293,566.238831
2025-09-06 20:21:08.14,C,4.171766,0.072452,566.852173
2025-09-06 20:21:18.14,C,4.175000,0.074449,567.469055
2025-09-06 20:21:28.14,C,4.173272,0.071611,568.073364
2025-09-06 20:21:38.14,C,4.173383,0.071401,568.669006
2025-09-06 20:21:48.14,C,4.175112,0.070771,569.254333
2025-09-06 20:21:58.14,C,4.172937,0.070193,569.844788
2025-09-06 20:22:08.14,C,4.172770,0.069457,570.426147
2025-09-06 20:22:18.14,C,4.172491,0.069615,570.997314
2025-09-06 20:22:28.14,C,4.172212,0.067566,571.570801
2025-09-06 20:22:38.14,C,4.174220,0.067618,572.137085
2025-09-06 20:22:48.14,C,4.174778,0.067671,572.709229
2025-09-06 20:22:58.14,C,4.173829,0.067198,573.270813
2025-09-06 20:23:08.14,C,4.173606,0.066672,573.846069
2025-09-06 20:23:18.14,C,4.173718,0.068511,574.412781
2025-09-06 20:23:28.14,C,4.172993,0.065149,574.967712
2025-09-06 20:23:38.14,C,4.174945,0.065622,575.517212
2025-09-06 20:23:48.14,C,4.171097,0.063678,576.062012
2025-09-06 20:23:58.14,C,4.171989,0.063310,576.598694
2025-09-06 20:24:08.14,C,4.172826,0.062627,577.130798
2025-09-06 20:24:18.14,C,4.172882,0.063362,577.663574
2025-09-06 20:24:28.14,C,4.173439,0.062889,578.192139
2025-09-06 20:24:38.14,C,4.170763,0.062364,578.720886
2025-09-06 20:24:48.14,C,4.171599,0.061996,579.245239
2025-09-06 20:24:58.14,C,4.173718,0.062311,579.769653
2025-09-06 20:25:08.14,C,4.173606,0.061944,580.291077
2025-09-06 20:25:18.14,C,4.173829,0.062364,580.809631
2025-09-06 20:25:28.14,C,4.171487,0.061733,581.328308
2025-09-06 20:25:38.14,C,4.174275,0.061576,581.847595
2025-09-06 20:25:48.14,C,4.172380,0.061261,582.367737
2025-09-06 20:25:58.14,C,4.172993,0.061156,582.881836
2025-09-06 20:26:08.14,C,4.173327,0.061050,583.390869
2025-09-06 20:26:18.14,C,4.174109,0.061576,583.906372
2025-09-06 20:26:28.14,C,4.172324,0.060998,584.421448
2025-09-06 20:26:38.14,C,4.172212,0.060367,584.934509
2025-09-06 20:26:48.14,C,4.171153,0.060157,585.440979
2025-09-06 20:26:58.14,C,4.172324,0.060052,585.946472
2025-09-06 20:27:08.14,C,4.171710,0.059737,586.451416
2025-09-06 20:27:18.14,C,4.172825,0.059579,586.953552
2025-09-06 20:27:28.14,C,4.172937,0.059947,587.456970
2025-09-06 20:27:38.14,C,4.173495,0.059684,587.959534
2025-09-06 20:27:48.14,C,4.174499,0.059737,588.460938
2025-09-06 20:27:58.14,C,4.172715,0.058949,588.962952
2025-09-06 20:28:08.14,C,4.172546,0.058686,589.458679
2025-09-06 20:28:18.14,C,4.172770,0.059789,589.954956
2025-09-06 20:28:28.14,C,4.172491,0.058739,590.451050
2025-09-06 20:28:38.14,C,4.172770,0.058739,590.941833
2025-09-06 20:28:48.14,C,4.173495,0.058318,591.430908
2025-09-06 20:28:58.14,C,4.173215,0.058371,591.922791
2025-09-06 20:29:08.14,C,4.173997,0.058213,592.414612
2025-09-06 20:29:18.14,C,4.171153,0.056952,592.901306
2025-09-06 20:29:28.14,C,4.172993,0.057477,593.381287
2025-09-06 20:29:38.14,C,4.172826,0.056952,593.864624
2025-09-06 20:29:48.14,C,4.173996,0.058055,594.347778
2025-09-06 20:29:58.14,C,4.172491,0.057950,594.832336
2025-09-06 20:30:08.14,C,4.174163,0.056689,595.312805
2025-09-06 20:30:18.14,C,4.175670,0.057898,595.795837
2025-09-06 20:30:28.14,C,4.171599,0.056269,596.277527
2025-09-06 20:30:38.14,C,4.173495,0.056322,596.754822
2025-09-06 20:30:48.14,C,4.173216,0.056321,597.225403
2025-09-06 20:30:58.14,C,4.174275,0.056584,597.698669
2025-09-06 20:31:08.14,C,4.171208,0.055796,598.171387
2025-09-06 20:31:18.14,C,4.171989,0.055323,598.638184
2025-09-06 20:31:28.14,C,4.172435,0.055428,599.107971
2025-09-06 20:31:38.14,C,4.173941,0.055428,599.576538
2025-09-06 20:31:48.14,C,4.173104,0.056164,600.044800
2025-09-06 20:31:58.14,C,4.172658,0.056006,600.512512
2025-09-06 20:32:08.14,C,4.173105,0.054798,600.979248
2025-09-06 20:32:18.14,C,4.172770,0.054693,601.440308
2025-09-06 20:32:28.14,C,4.174387,0.055376,601.902710
2025-09-06 20:32:38.14,C,4.172379,0.055060,602.366516
2025-09-06 20:32:48.14,C,4.176450,0.055008,602.828186
2025-09-06 20:32:58.14,C,4.172881,0.054430,603.288818
2025-09-06 20:33:08.14,C,4.172770,0.054588,603.746826
2025-09-06 20:33:18.14,C,4.172435,0.055008,604.204712
2025-09-06 20:33:28.14,C,4.174052,0.054745,604.660950
2025-09-06 20:33:38.14,C,4.173606,0.055060,605.118774
2025-09-06 20:33:48.14,C,4.173551,0.053537,605.573975
2025-09-06 20:33:58.14,C,4.171264,0.053064,606.021912
2025-09-06 20:34:08.14,C,4.171989,0.053116,606.470825
2025-09-06 20:34:18.14,C,4.173439,0.053379,606.917358
2025-09-06 20:34:28.14,C,4.172435,0.052013,607.366272
2025-09-06 20:34:38.14,C,4.174443,0.053747,607.812073
2025-09-06 20:34:48.14,C,4.173384,0.053432,608.258545
2025-09-06 20:34:58.14,C,4.173773,0.052328,608.701538
2025-09-06 20:35:08.14,C,4.176060,0.053484,609.145752
2025-09-06 20:35:18.14,C,4.171933,0.052381,609.592834
2025-09-06 20:35:28.14,C,4.174163,0.052854,610.035461
2025-09-06 20:35:38.14,C,4.176060,0.053011,610.478638
2025-09-06 20:35:48.14,C,4.170762,0.052433,610.923279
2025-09-06 20:35:58.14,C,4.173607,0.052381,611.364380
2025-09-06 20:36:08.14,C,4.175559,0.052118,611.803406
2025-09-06 20:36:18.14,C,4.172770,0.051750,612.239746
2025-09-06 20:36:28.14,C,4.174443,0.051960,612.674561
2025-09-06 20:36:38.14,C,4.173996,0.051960,613.112427
2025-09-06 20:36:48.14,C,4.174498,0.052013,613.546326
2025-09-06 20:36:58.14,C,4.173160,0.051960,613.977722
2025-09-06 20:37:08.14,C,4.174331,0.051540,614.412048
