CHARGE_PARAMS,Charge_Intensity_Percent,Charge_Current_Threshold_mA
CHARGE_PARAMS,100,20
DISCHARGE_PARAMS,Discharge_Current_mA,Voltage_Threshold_V
DISCHARGE_PARAMS,250,2.50
MONITOR_PARAMS,Derivative_Threshold_V_per_s,Min_Runtime_min,Max_Runtime_min,Derivative_Avg_Count
2025-08-30 19:03:59.90,C,4.153977,0.488601,141.852646
2025-08-30 19:04:09.90,C,4.154925,0.482401,145.642441
2025-08-30 19:04:19.90,C,4.155148,0.473469,149.357697
2025-08-30 19:04:29.90,C,4.155316,0.470316,153.039139
2025-08-30 19:04:39.90,C,4.155762,0.467374,156.696854
2025-08-30 19:04:49.90,C,4.156598,0.464327,160.329300
2025-08-30 19:04:59.90,C,4.155705,0.459966,163.933731
2025-08-30 19:05:09.90,C,4.156207,0.455080,167.503571
2025-08-30 19:05:19.90,C,4.156543,0.449405,171.029251
2025-08-30 19:05:29.90,C,4.156487,0.445096,174.515396
2025-08-30 19:05:39.90,C,4.157491,0.442206,177.975632
2025-08-30 19:05:49.90,C,4.157212,0.437846,181.407318
2025-08-30 19:05:59.90,C,4.157268,0.433222,184.801239
2025-08-30 19:06:09.90,C,4.156822,0.426812,188.159424
2025-08-30 19:06:19.90,C,4.157602,0.422608,191.477783
2025-08-30 19:06:29.90,C,4.158104,0.419246,194.762558
2025-08-30 19:06:39.90,C,4.157491,0.416251,198.020416
2025-08-30 19:06:49.90,C,4.157491,0.412783,201.253281
2025-08-30 19:06:59.90,C,4.158104,0.408737,204.456390
2025-08-30 19:07:09.90,C,4.158718,0.406058,207.637222
2025-08-30 19:07:19.90,C,4.159386,0.399753,210.780853
2025-08-30 19:07:29.90,C,4.159665,0.396915,213.880966
2025-08-30 19:07:39.90,C,4.160223,0.394131,216.966339
2025-08-30 19:07:49.90,C,4.158494,0.390137,220.024460
2025-08-30 19:07:59.90,C,4.159498,0.387353,223.053787
2025-08-30 19:08:09.90,C,4.159665,0.381730,226.056168
2025-08-30 19:08:19.90,C,4.160055,0.374532,229.004150
2025-08-30 19:08:29.90,C,4.160167,0.370749,231.907486
2025-08-30 19:08:39.90,C,4.161170,0.367649,234.786072
2025-08-30 19:08:49.90,C,4.160167,0.363972,237.639801
2025-08-30 19:08:59.90,C,4.159387,0.361555,240.470490
2025-08-30 19:09:09.90,C,4.160947,0.358612,243.278564
2025-08-30 19:09:19.90,C,4.161449,0.355039,246.068054
2025-08-30 19:09:29.90,C,4.161227,0.349627,248.813889
2025-08-30 19:09:39.90,C,4.160780,0.346422,251.530350
2025-08-30 19:09:49.90,C,4.160780,0.343585,254.220947
2025-08-30 19:09:59.90,C,4.161115,0.341115,256.893372
2025-08-30 19:10:09.90,C,4.161449,0.339066,259.544678
2025-08-30 19:10:19.90,C,4.163012,0.337595,262.182983
2025-08-30 19:10:29.90,C,4.162230,0.334495,264.801208
2025-08-30 19:10:39.90,C,4.161951,0.331868,267.400940
2025-08-30 19:10:49.90,C,4.162064,0.328453,269.976776
2025-08-30 19:10:59.90,C,4.161450,0.323619,272.523773
2025-08-30 19:11:09.90,C,4.161226,0.320677,275.033966
2025-08-30 19:11:19.90,C,4.161728,0.318785,277.527893
2025-08-30 19:11:29.90,C,4.161227,0.315633,280.001404
2025-08-30 19:11:39.90,C,4.162509,0.313794,282.455200
2025-08-30 19:11:49.90,C,4.161616,0.311482,284.894165
2025-08-30 19:11:59.90,C,4.162063,0.309433,287.314514
2025-08-30 19:12:09.90,C,4.162118,0.306963,289.718079
2025-08-30 19:12:19.90,C,4.162230,0.303916,292.103027
2025-08-30 19:12:29.90,C,4.162900,0.301236,294.465851
2025-08-30 19:12:39.90,C,4.162119,0.298294,296.805756
2025-08-30 19:12:49.90,C,4.161729,0.295772,299.119476
2025-08-30 19:12:59.90,C,4.162844,0.293670,301.420044
2025-08-30 19:13:09.90,C,4.163234,0.291673,303.703674
2025-08-30 19:13:19.90,C,4.163737,0.289729,305.970947
2025-08-30 19:13:29.90,C,4.163235,0.287943,308.224274
2025-08-30 19:13:39.90,C,4.163625,0.285999,310.463562
2025-08-30 19:13:49.90,C,4.163012,0.283845,312.687347
2025-08-30 19:13:59.90,C,4.163402,0.281112,314.890320
2025-08-30 19:14:09.90,C,4.163401,0.275806,317.064331
2025-08-30 19:14:19.90,C,4.163234,0.273809,319.213806
2025-08-30 19:14:29.90,C,4.164071,0.271865,321.334381
2025-08-30 19:14:39.90,C,4.163457,0.269868,323.443939
2025-08-30 19:14:49.90,C,4.164016,0.267557,325.540100
2025-08-30 19:14:59.90,C,4.164907,0.266191,327.623840
2025-08-30 19:15:09.90,C,4.163458,0.264194,329.692474
2025-08-30 19:15:19.90,C,4.162175,0.262302,331.744781
2025-08-30 19:15:29.90,C,4.163122,0.260884,333.787476
2025-08-30 19:15:39.90,C,4.163068,0.258940,335.815125
2025-08-30 19:15:49.90,C,4.163681,0.258362,337.834106
2025-08-30 19:15:59.90,C,4.164072,0.256575,339.838043
2025-08-30 19:16:09.90,C,4.164016,0.253528,341.826752
2025-08-30 19:16:19.90,C,4.163346,0.251426,343.793823
2025-08-30 19:16:29.90,C,4.164350,0.249219,345.743439
2025-08-30 19:16:39.90,C,4.164796,0.247643,347.678528
2025-08-30 19:16:49.90,C,4.164405,0.245541,349.602692
2025-08-30 19:16:59.90,C,4.164629,0.243755,351.510986
2025-08-30 19:17:09.90,C,4.163681,0.242862,353.408203
2025-08-30 19:17:19.90,C,4.163736,0.241075,355.296417
2025-08-30 19:17:29.90,C,4.164294,0.240445,357.173187
2025-08-30 19:17:39.90,C,4.163793,0.238186,359.038055
2025-08-30 19:17:49.90,C,4.164238,0.237082,360.894531
2025-08-30 19:17:59.90,C,4.164016,0.236136,362.740692
2025-08-30 19:18:09.90,C,4.163681,0.234297,364.576324
2025-08-30 19:18:19.90,C,4.164351,0.233247,366.401703
2025-08-30 19:18:29.90,C,4.164741,0.231303,368.216400
2025-08-30 19:18:39.90,C,4.164851,0.230514,370.019012
2025-08-30 19:18:49.90,C,4.164573,0.228991,371.806732
2025-08-30 19:18:59.90,C,4.164351,0.224472,373.581665
2025-08-30 19:19:09.90,C,4.165242,0.224735,375.337067
2025-08-30 19:19:19.90,C,4.165576,0.223369,377.084473
2025-08-30 19:19:29.90,C,4.165465,0.221897,378.822754
2025-08-30 19:19:39.90,C,4.165576,0.220058,380.546875
2025-08-30 19:19:49.90,C,4.166245,0.219796,382.261169
2025-08-30 19:19:59.90,C,4.165967,0.218220,383.969299
2025-08-30 19:20:09.90,C,4.165799,0.217642,385.668182
2025-08-30 19:20:19.90,C,4.166524,0.216223,387.357727
2025-08-30 19:20:29.90,C,4.165688,0.214436,389.037994
2025-08-30 19:20:39.90,C,4.165521,0.213070,390.706268
2025-08-30 19:20:49.90,C,4.166468,0.212860,392.367584
2025-08-30 19:20:59.90,C,4.166022,0.211284,394.020538
2025-08-30 19:21:09.90,C,4.165967,0.210181,395.667145
2025-08-30 19:21:19.90,C,4.165967,0.208920,397.300995
2025-08-30 19:21:29.90,C,4.166189,0.208289,398.927795
2025-08-30 19:21:39.90,C,4.165019,0.207238,400.547333
2025-08-30 19:21:49.90,C,4.165967,0.206345,402.160889
2025-08-30 19:21:59.90,C,4.166301,0.205137,403.768250
2025-08-30 19:22:09.90,C,4.166022,0.204401,405.365723
2025-08-30 19:22:19.90,C,4.167472,0.204348,406.962494
2025-08-30 19:22:29.90,C,4.166580,0.201932,408.546875
2025-08-30 19:22:39.90,C,4.166803,0.200513,410.118500
2025-08-30 19:22:49.90,C,4.166190,0.198254,411.684113
2025-08-30 19:22:59.90,C,4.165632,0.198359,413.233521
2025-08-30 19:23:09.90,C,4.165910,0.196782,414.776031
2025-08-30 19:23:19.90,C,4.166914,0.197413,416.311310
2025-08-30 19:23:29.90,C,4.167026,0.195626,417.846893
2025-08-30 19:23:39.90,C,4.167026,0.194418,419.358154
2025-08-30 19:23:49.90,C,4.166469,0.191843,420.863770
2025-08-30 19:23:59.90,C,4.167082,0.190950,422.358612
2025-08-30 19:24:09.90,C,4.166636,0.189479,423.844940
2025-08-30 19:24:19.90,C,4.167360,0.189374,425.323883
2025-08-30 19:24:29.90,C,4.166636,0.187903,426.794983
2025-08-30 19:24:39.90,C,4.167082,0.187430,428.258636
2025-08-30 19:24:49.90,C,4.166747,0.186011,429.712463
2025-08-30 19:24:59.90,C,4.167026,0.186011,431.163544
2025-08-30 19:25:09.90,C,4.167193,0.185013,432.611084
2025-08-30 19:25:19.90,C,4.167473,0.184172,434.040070
2025-08-30 19:25:29.90,C,4.166579,0.181440,435.461578
2025-08-30 19:25:39.90,C,4.166246,0.178287,436.868591
2025-08-30 19:25:49.90,C,4.166914,0.175187,438.237823
2025-08-30 19:25:59.90,C,4.167305,0.171825,439.597412
2025-08-30 19:26:09.90,C,4.167249,0.169881,440.929413
2025-08-30 19:26:19.90,C,4.167696,0.169250,442.251251
2025-08-30 19:26:29.90,C,4.167138,0.167674,443.565308
2025-08-30 19:26:39.90,C,4.167528,0.167359,444.874146
2025-08-30 19:26:49.90,C,4.167138,0.166308,446.173340
2025-08-30 19:26:59.90,C,4.167082,0.164942,447.465027
2025-08-30 19:27:09.90,C,4.166803,0.164626,448.749054
2025-08-30 19:27:19.90,C,4.166579,0.163313,450.026611
2025-08-30 19:27:29.90,C,4.167193,0.162682,451.296082
2025-08-30 19:27:39.90,C,4.167249,0.162262,452.563690
2025-08-30 19:27:49.90,C,4.166970,0.161526,453.828278
2025-08-30 19:27:59.90,C,4.167081,0.160318,455.084137
2025-08-30 19:28:09.90,C,4.167138,0.160476,456.334686
2025-08-30 19:28:19.90,C,4.167193,0.159530,457.581421
2025-08-30 19:28:29.90,C,4.167695,0.158742,458.827087
2025-08-30 19:28:39.90,C,4.167583,0.157796,460.066986
2025-08-30 19:28:49.90,C,4.167082,0.156745,461.295044
2025-08-30 19:28:59.90,C,4.167305,0.155957,462.517609
2025-08-30 19:29:09.90,C,4.167584,0.155642,463.732819
2025-08-30 19:29:19.90,C,4.167528,0.154223,464.944458
2025-08-30 19:29:29.90,C,4.167193,0.151491,466.143799
2025-08-30 19:29:39.90,C,4.166914,0.152384,467.333069
2025-08-30 19:29:49.90,C,4.167639,0.150965,468.515961
2025-08-30 19:29:59.90,C,4.168811,0.149809,469.685730
2025-08-30 19:30:09.90,C,4.167193,0.148233,470.852234
2025-08-30 19:30:19.90,C,4.166301,0.146447,472.002716
2025-08-30 19:30:29.90,C,4.167305,0.146657,473.147675
2025-08-30 19:30:39.90,C,4.167416,0.145501,474.284882
2025-08-30 19:30:49.90,C,4.167026,0.145028,475.417328
2025-08-30 19:30:59.90,C,4.166858,0.143925,476.544159
2025-08-30 19:31:09.90,C,4.166747,0.143662,477.668213
2025-08-30 19:31:19.90,C,4.167026,0.143084,478.788086
2025-08-30 19:31:29.90,C,4.166970,0.142401,479.902832
2025-08-30 19:31:39.90,C,4.167751,0.141560,481.011627
2025-08-30 19:31:49.90,C,4.167863,0.141508,482.119324
2025-08-30 19:31:59.90,C,4.167974,0.140615,483.222931
2025-08-30 19:32:09.90,C,4.167974,0.140982,484.321808
2025-08-30 19:32:19.90,C,4.167640,0.139354,485.414246
2025-08-30 19:32:29.90,C,4.167862,0.139196,486.504272
2025-08-30 19:32:39.90,C,4.167695,0.138565,487.587585
2025-08-30 19:32:49.90,C,4.167137,0.137567,488.664703
2025-08-30 19:32:59.90,C,4.167584,0.137304,489.737488
2025-08-30 19:33:09.90,C,4.167026,0.135886,490.803833
2025-08-30 19:33:19.90,C,4.167750,0.135571,491.865662
2025-08-30 19:33:29.90,C,4.168643,0.135833,492.925507
2025-08-30 19:33:39.90,C,4.168030,0.134940,493.981354
2025-08-30 19:33:49.90,C,4.168531,0.134993,495.033447
2025-08-30 19:33:59.90,C,4.168866,0.134205,496.084320
2025-08-30 19:34:09.90,C,4.168867,0.134310,497.129730
2025-08-30 19:34:19.90,C,4.168588,0.133469,498.174805
2025-08-30 19:34:29.90,C,4.169202,0.133101,499.212097
2025-08-30 19:34:39.90,C,4.168086,0.132418,500.245636
2025-08-30 19:34:49.90,C,4.168811,0.131630,501.273071
2025-08-30 19:34:59.90,C,4.168811,0.131683,502.300690
2025-08-30 19:35:09.90,C,4.168643,0.130422,503.319550
2025-08-30 19:35:19.90,C,4.168643,0.129896,504.334961
2025-08-30 19:35:29.90,C,4.167696,0.128740,505.339294
2025-08-30 19:35:39.90,C,4.167583,0.126481,506.336700
2025-08-30 19:35:49.90,C,4.169090,0.127742,507.327484
2025-08-30 19:35:59.90,C,4.168477,0.127479,508.319275
2025-08-30 19:36:09.90,C,4.168867,0.125745,509.303436
2025-08-30 19:36:19.90,C,4.168811,0.124064,510.282959
2025-08-30 19:36:29.90,C,4.168867,0.123591,511.253357
2025-08-30 19:36:39.90,C,4.169927,0.123223,512.217407
2025-08-30 19:36:49.90,C,4.168755,0.121437,513.168640
2025-08-30 19:36:59.90,C,4.169592,0.122225,514.115356
2025-08-30 19:37:09.90,C,4.168644,0.120543,515.062012
2025-08-30 19:37:19.90,C,4.169480,0.119860,515.998962
2025-08-30 19:37:29.90,C,4.169090,0.119177,516.931824
2025-08-30 19:37:39.90,C,4.168477,0.118284,517.858643
2025-08-30 19:37:49.90,C,4.168643,0.118705,518.781189
2025-08-30 19:37:59.90,C,4.168253,0.117233,519.702820
2025-08-30 19:38:09.90,C,4.168031,0.116971,520.617554
2025-08-30 19:38:19.90,C,4.168811,0.116866,521.528870
2025-08-30 19:38:29.90,C,4.169815,0.116498,522.440979
2025-08-30 19:38:39.90,C,4.169201,0.116130,523.348755
2025-08-30 19:38:49.90,C,4.169536,0.116182,524.253723
2025-08-30 19:38:59.90,C,4.169982,0.115867,525.156982
2025-08-30 19:39:09.90,C,4.169648,0.114659,526.057129
2025-08-30 19:39:19.90,C,4.168923,0.114028,526.952332
2025-08-30 19:39:29.90,C,4.170206,0.114974,527.843201
2025-08-30 19:39:39.90,C,4.168978,0.113293,528.734070
2025-08-30 19:39:49.90,C,4.169815,0.113345,529.617676
2025-08-30 19:39:59.90,C,4.168922,0.112400,530.497437
2025-08-30 19:40:09.90,C,4.169927,0.112137,531.375916
2025-08-30 19:40:19.90,C,4.169146,0.112084,532.251343
2025-08-30 19:40:29.90,C,4.170038,0.111454,533.125854
2025-08-30 19:40:39.90,C,4.170206,0.111454,533.996826
2025-08-30 19:40:49.90,C,4.169648,0.110981,534.861511
2025-08-30 19:40:59.90,C,4.169703,0.110403,535.723450
2025-08-30 19:41:09.90,C,4.169815,0.109300,536.580811
2025-08-30 19:41:19.90,C,4.169146,0.109405,537.434204
2025-08-30 19:41:29.90,C,4.169313,0.108722,538.284973
2025-08-30 19:41:39.90,C,4.169871,0.108984,539.132141
2025-08-30 19:41:49.90,C,4.169592,0.108301,539.976929
2025-08-30 19:41:59.90,C,4.169090,0.107145,540.817322
2025-08-30 19:42:09.90,C,4.169425,0.107303,541.652710
2025-08-30 19:42:19.90,C,4.169759,0.107723,542.488586
2025-08-30 19:42:29.90,C,4.169759,0.106935,543.322021
2025-08-30 19:42:39.90,C,4.170150,0.106410,544.150208
2025-08-30 19:42:49.90,C,4.169703,0.105359,544.976318
2025-08-30 19:42:59.90,C,4.169537,0.104939,545.797363
2025-08-30 19:43:09.90,C,4.169927,0.104150,546.610657
2025-08-30 19:43:19.90,C,4.169815,0.104098,547.424316
2025-08-30 19:43:29.90,C,4.169704,0.103257,548.234375
2025-08-30 19:43:39.90,C,4.169425,0.102995,549.038330
2025-08-30 19:43:49.90,C,4.169927,0.102942,549.842468
2025-08-30 19:43:59.90,C,4.170094,0.101996,550.640137
2025-08-30 19:44:09.90,C,4.170651,0.102995,551.437744
2025-08-30 19:44:19.90,C,4.171376,0.102469,552.240662
2025-08-30 19:44:29.90,C,4.170206,0.100788,553.032776
2025-08-30 19:44:39.90,C,4.169146,0.098581,553.815674
2025-08-30 19:44:49.90,C,4.169871,0.099106,554.587708
2025-08-30 19:44:59.90,C,4.171098,0.098949,555.359314
2025-08-30 19:45:09.90,C,4.170317,0.097267,556.127502
2025-08-30 19:45:19.90,C,4.170317,0.098161,556.892883
2025-08-30 19:45:29.90,C,4.169703,0.096795,557.651794
2025-08-30 19:45:39.90,C,4.170261,0.096479,558.403442
2025-08-30 19:45:49.90,C,4.169536,0.095901,559.150391
2025-08-30 19:45:59.90,C,4.170038,0.095323,559.895020
2025-08-30 19:46:09.90,C,4.170596,0.095008,560.632690
2025-08-30 19:46:19.90,C,4.169815,0.094378,561.369019
2025-08-30 19:46:29.90,C,4.168755,0.093274,562.102539
2025-08-30 19:46:39.90,C,4.169536,0.093064,562.828796
2025-08-30 19:46:49.90,C,4.170317,0.093642,563.557922
2025-08-30 19:46:59.90,C,4.170651,0.093379,564.286560
2025-08-30 19:47:09.90,C,4.170094,0.092591,565.013245
2025-08-30 19:47:19.90,C,4.170707,0.092486,565.735718
2025-08-30 19:47:29.90,C,4.170206,0.091961,566.451416
2025-08-30 19:47:39.90,C,4.170094,0.091855,567.168396
2025-08-30 19:47:49.90,C,4.170317,0.092013,567.885437
2025-08-30 19:47:59.90,C,4.171153,0.091488,568.599487
2025-08-30 19:48:09.90,C,4.171432,0.091540,569.313904
2025-08-30 19:48:19.90,C,4.170985,0.091803,570.025513
2025-08-30 19:48:29.90,C,4.170874,0.091120,570.736877
2025-08-30 19:48:39.90,C,4.170094,0.089491,571.437317
2025-08-30 19:48:49.90,C,4.170038,0.089806,572.136169
2025-08-30 19:48:59.90,C,4.170038,0.090069,572.834534
2025-08-30 19:49:09.90,C,4.169146,0.089596,573.531372
2025-08-30 19:49:19.90,C,4.170874,0.088913,574.226501
2025-08-30 19:49:29.90,C,4.170763,0.089281,574.916687
2025-08-30 19:49:39.90,C,4.171209,0.088755,575.611084
2025-08-30 19:49:49.90,C,4.170930,0.088440,576.300781
2025-08-30 19:49:59.90,C,4.171320,0.088913,576.992249
2025-08-30 19:50:09.90,C,4.171041,0.088020,577.677795
2025-08-30 19:50:19.90,C,4.171376,0.087967,578.365601
2025-08-30 19:50:29.90,C,4.170428,0.087652,579.049622
2025-08-30 19:50:39.90,C,4.171098,0.086339,579.729309
2025-08-30 19:50:49.90,C,4.172045,0.087389,580.408386
2025-08-30 19:50:59.90,C,4.171934,0.086969,581.090698
2025-08-30 19:51:09.90,C,4.172045,0.086811,581.768188
2025-08-30 19:51:19.90,C,4.171766,0.086181,582.442261
2025-08-30 19:51:29.90,C,4.171041,0.085866,583.114441
2025-08-30 19:51:39.90,C,4.170874,0.085656,583.781311
2025-08-30 19:51:49.90,C,4.171041,0.084867,584.447815
2025-08-30 19:51:59.90,C,4.171153,0.084867,585.111206
2025-08-30 19:52:09.90,C,4.171209,0.084867,585.772583
2025-08-30 19:52:19.90,C,4.170985,0.084447,586.433472
2025-08-30 19:52:29.90,C,4.171209,0.084605,587.092773
2025-08-30 19:52:39.90,C,4.171543,0.083711,587.751953
2025-08-30 19:52:49.90,C,4.171766,0.083869,588.402039
2025-08-30 19:52:59.90,C,4.171487,0.083344,589.053772
2025-08-30 19:53:09.90,C,4.170874,0.083396,589.702515
2025-08-30 19:53:19.90,C,4.170819,0.082608,590.344910
2025-08-30 19:53:29.90,C,4.171264,0.083291,590.988892
2025-08-30 19:53:39.90,C,4.172323,0.083186,591.634521
2025-08-30 19:53:49.90,C,4.171153,0.081242,592.274719
2025-08-30 19:53:59.90,C,4.171878,0.080506,592.909851
2025-08-30 19:54:09.90,C,4.171320,0.080612,593.546265
2025-08-30 19:54:19.90,C,4.171766,0.080979,594.175049
2025-08-30 19:54:29.90,C,4.171320,0.079718,594.807190
2025-08-30 19:54:39.90,C,4.172602,0.079088,595.426819
2025-08-30 19:54:49.90,C,4.171878,0.078667,596.046021
2025-08-30 19:54:59.90,C,4.171654,0.078720,596.662354
2025-08-30 19:55:09.90,C,4.171544,0.076618,597.265686
2025-08-30 19:55:19.90,C,4.171487,0.075725,597.854248
2025-08-30 19:55:29.90,C,4.170986,0.075830,598.453003
2025-08-30 19:55:39.90,C,4.170930,0.073939,599.039307
2025-08-30 19:55:49.90,C,4.171766,0.073308,599.619568
2025-08-30 19:55:59.90,C,4.171655,0.074937,600.192871
2025-08-30 19:56:09.90,C,4.171098,0.074096,600.770752
2025-08-30 19:56:19.90,C,4.170539,0.072205,601.340210
2025-08-30 19:56:29.90,C,4.171041,0.072205,601.903015
2025-08-30 19:56:39.90,C,4.171376,0.071995,602.463135
2025-08-30 19:56:49.90,C,4.171097,0.071837,603.021118
2025-08-30 19:56:59.90,C,4.170372,0.070891,603.577698
2025-08-30 19:57:09.90,C,4.171320,0.071207,604.133972
2025-08-30 19:57:19.90,C,4.170818,0.069946,604.683167
2025-08-30 19:57:29.90,C,4.171376,0.070576,605.232910
2025-08-30 19:57:39.90,C,4.171710,0.071312,605.784729
2025-08-30 19:57:49.90,C,4.172268,0.070891,606.338379
2025-08-30 19:57:59.90,C,4.172713,0.070944,606.891235
2025-08-30 19:58:09.90,C,4.172491,0.070313,607.440674
2025-08-30 19:58:19.90,C,4.172267,0.070051,607.989258
2025-08-30 19:58:29.90,C,4.171877,0.070471,608.535278
2025-08-30 19:58:39.90,C,4.172490,0.069368,609.081055
2025-08-30 19:58:49.90,C,4.171934,0.069105,609.623474
2025-08-30 19:58:59.90,C,4.172825,0.069368,610.162842
2025-08-30 19:59:09.90,C,4.172156,0.069105,610.700073
2025-08-30 19:59:19.90,C,4.172881,0.068527,611.237305
2025-08-30 19:59:29.90,C,4.171933,0.069000,611.776367
2025-08-30 19:59:39.90,C,4.172936,0.068685,612.312988
2025-08-30 19:59:49.90,C,4.172491,0.068632,612.850281
2025-08-30 19:59:59.90,C,4.172993,0.068579,613.383484
2025-08-30 20:00:09.90,C,4.172546,0.068685,613.917419
2025-08-30 20:00:19.90,C,4.171041,0.068001,614.449036
2025-08-30 20:00:29.90,C,4.172491,0.067581,614.980408
2025-08-30 20:00:39.90,C,4.171320,0.066688,615.504944
2025-08-30 20:00:49.90,C,4.172156,0.066898,616.026794
2025-08-30 20:00:59.90,C,4.172323,0.067056,616.549622
2025-08-30 20:01:09.90,C,4.173271,0.066215,617.071106
2025-08-30 20:01:19.90,C,4.172435,0.066898,617.594421
2025-08-30 20:01:29.90,C,4.172770,0.066215,618.117554
2025-08-30 20:01:39.90,C,4.172546,0.066425,618.634888
2025-08-30 20:01:49.90,C,4.171934,0.065795,619.153442
2025-08-30 20:01:59.90,C,4.173494,0.066793,619.671326
2025-08-30 20:02:09.90,C,4.171265,0.065427,620.183289
2025-08-30 20:02:19.90,C,4.171543,0.065900,620.694153
2025-08-30 20:02:29.90,C,4.173495,0.065742,621.209351
2025-08-30 20:02:39.90,C,4.172546,0.065112,621.722107
2025-08-30 20:02:49.90,C,4.172825,0.065164,622.228760
2025-08-30 20:02:59.90,C,4.172713,0.065847,622.739807
2025-08-30 20:03:09.90,C,4.173215,0.064639,623.249390
2025-08-30 20:03:19.90,C,4.173606,0.065059,623.753601
2025-08-30 20:03:29.90,C,4.172491,0.064376,624.258240
2025-08-30 20:03:39.90,C,4.171933,0.063745,624.759216
2025-08-30 20:03:49.90,C,4.173215,0.064534,625.262451
2025-08-30 20:03:59.90,C,4.173996,0.064534,625.763489
2025-08-30 20:04:09.90,C,4.172435,0.063430,626.260315
2025-08-30 20:04:19.90,C,4.171487,0.063167,626.754333
2025-08-30 20:04:29.90,C,4.172435,0.063115,627.244446
2025-08-30 20:04:39.90,C,4.170930,0.062484,627.734314
2025-08-30 20:04:49.90,C,4.171878,0.062012,628.220276
2025-08-30 20:04:59.90,C,4.171711,0.062695,628.703369
2025-08-30 20:05:09.90,C,4.171209,0.062012,629.187500
2025-08-30 20:05:19.90,C,4.171153,0.061854,629.670349
2025-08-30 20:05:29.90,C,4.173160,0.062169,630.155396
2025-08-30 20:05:39.90,C,4.171878,0.062642,630.638611
2025-08-30 20:05:49.90,C,4.171432,0.061696,631.124573
2025-08-30 20:05:59.90,C,4.171934,0.061118,631.604797
2025-08-30 20:06:09.90,C,4.170763,0.061328,632.082214
2025-08-30 20:06:19.90,C,4.172379,0.060961,632.560913
2025-08-30 20:06:29.90,C,4.171599,0.060593,633.036743
2025-08-30 20:06:39.90,C,4.171153,0.060120,633.510620
2025-08-30 20:06:49.90,C,4.171710,0.061328,633.986755
2025-08-30 20:06:59.90,C,4.172602,0.061066,634.462891
2025-08-30 20:07:09.90,C,4.173327,0.061539,634.939697
2025-08-30 20:07:19.90,C,4.172379,0.060908,635.416016
2025-08-30 20:07:29.90,C,4.172881,0.060540,635.891724
2025-08-30 20:07:39.90,C,4.173884,0.061696,636.368652
2025-08-30 20:07:49.90,C,4.172546,0.060856,636.841614
2025-08-30 20:07:59.90,C,4.172770,0.060120,637.314575
2025-08-30 20:08:09.90,C,4.173605,0.060751,637.786133
